ID,SUBS_ACTIVATION_DATE_KEY,REVENUE_TOTAL,REVENUE_VOICE,REVENUE_DATA,TRAFFIC_DATA,MARKET_KEY,MOU
63,9/19/2010 0:00,692.125,166.161,486.679,27.028,LVI,122.884
64,12/4/2006 0:00,1358.702,863.578,4.946,0.521,KHR,295.883
65,7/19/2009 0:00,520.615,520.615,0,0,DON,617.217
66,10/31/2013 0:00,1032.142,0,1032.142,29.051,KHR,0
67,4/8/2014 0:00,388.749,382.499,0,0,ZPR,213.95
68,11/21/2011 0:00,201.5,201.5,0,0,KHR,33.183
69,6/11/2015 0:00,373.437,51.116,308.036,928.687,ODE,983.783
70,12/21/2014 0:00,0,0,0,0,KHR,0.833
71,12/29/2012 0:00,783.795,783.795,0,0,IVF,639.084
72,8/5/2006 0:00,0,0,0,0,KIR,1.1
73,1/19/2007 0:00,858.705,858.705,0,0,KIR,238.283
74,6/16/2015 0:00,107.518,107.518,0,0,KIR,23.084
75,2/4/2014 0:00,471.043,463.008,0,0,CHG,235.183
76,12/18/2014 0:00,7.741,7.741,0,0,KHR,1.083
77,9/1/2015 0:00,1579.83,1519.67,3.911,0.215,KHR,235.717
78,8/4/2011 0:00,381.705,378.804,0,0,KHR,19.317
79,3/3/2007 0:00,6.696,6.696,0,0,CHG,4.95
80,5/2/2010 0:00,743.366,743.366,0,0,CHG,56.701
81,4/3/2013 0:00,1120.554,1120.554,0,0,ZPR,581.333
82,5/30/2010 0:00,918.625,846.911,0,0,KHR,347.384
83,5/30/2013 0:00,1673.688,1625.974,0,0,DON,617.767
84,5/21/2015 0:00,571.965,564.822,0,0,CHG,181.683
85,10/20/2006 0:00,1098.348,445.187,638.875,562.217,ZKP,278.433
86,12/27/2013 0:00,109.223,109.223,0,0,KHR,59.167
87,11/22/2014 0:00,0,0,0,0,KIR,21.65
88,8/22/2006 0:00,881.635,863.385,0,0,IVF,1129.451
89,3/18/2006 0:00,1212.179,0,0,2219.186,IVF,263.284
90,2/24/2013 0:00,32.278,17.232,15.046,0.823,KIR,15.067
91,5/30/2006 0:00,50.313,50.313,0,0,KHR,9.167
92,11/19/2013 0:00,748.562,213.741,526.786,0,KHR,149.699
93,10/22/2006 0:00,991.206,984.956,0,0,PLT,281.983
94,6/24/2015 0:00,883.929,0,0,55.457,CHG,185.984
95,11/2/2013 0:00,0,0,0,0,KIR,139.816
96,4/16/2011 0:00,0,0,0,0,KIR,12.317
97,3/9/2014 0:00,50.152,50.152,0,0,KIR,211.084
98,10/20/2006 0:00,429.822,237.857,2.786,0.154,ZPR,247.933
99,11/30/2006 0:00,40.634,28.482,12.152,0.675,LVI,77.134
100,9/15/2013 0:00,209.464,80.893,0,0,DON,473.533
101,4/13/2014 0:00,0,0,0,0,ZKP,19.65
102,2/21/2015 0:00,3134.071,0,3134.071,2043.513,ZKP,0
103,9/6/2015 0:00,266.964,181.116,85.848,620.412,ODE,164.833
104,12/17/2010 0:00,151.072,151.072,0,0,ODE,93.733
105,7/25/2015 0:00,1.071,1.071,0,0,ODE,0.067
106,8/1/2015 0:00,1447.813,471.027,962.5,715.804,ODE,753.016
107,11/27/2013 0:00,1006.25,122.679,880.447,4665.74,ODE,526.133
108,6/23/2015 0:00,266.902,214.33,0,0,ODE,215.917
109,12/16/2010 0:00,531.294,19.688,0,0,ODE,298.601
110,3/22/2013 0:00,249.768,240.839,0,0,ODE,195.334
111,11/5/2014 0:00,1275,68.482,938.661,5439.415,ODE,424.216
112,2/18/2015 0:00,0,0,0,0,ODE,252.8
113,1/11/2015 0:00,1009.75,720.464,278.571,64.018,ODE,133.384
114,2/17/2011 0:00,283.866,208.866,0,0,ODE,29.567
115,5/18/2011 0:00,12.491,12.491,0,0,ODE,20.899
116,11/2/2014 0:00,505.179,505.179,0,0,ODE,621.584
117,7/19/2014 0:00,342.768,90.804,0,0,ODE,92.899
118,3/27/2011 0:00,353.518,353.518,0,0,ODE,432.784
119,10/14/2014 0:00,43.438,43.438,0,0,ODE,50
120,12/25/2014 0:00,74.304,74.304,0,0,ODE,113.584
121,5/1/2011 0:00,74.196,74.196,0,0,ZPR,54.783
122,3/13/2015 0:00,702.446,132.321,526.875,43.76,ZPR,93.217
123,5/1/2015 0:00,209.786,63.161,134.125,368.181,ZPR,1656.317
124,5/3/2011 0:00,1729.58,180.804,325.562,4412.466,ZPR,654.866
125,2/10/2015 0:00,0,0,0,1228.745,ZPR,0
126,2/8/2015 0:00,0,0,0,0,ZPR,74.55
127,3/5/2015 0:00,921.867,909.867,0,0,ZPR,1282.917
128,4/5/2011 0:00,635.313,635.313,0,0,ZKP,287.283
129,6/10/2011 0:00,1205.847,513.884,0,0,ZKP,411.818
130,1/6/2015 0:00,0,0,0,0,ZKP,1.5
131,2/5/2012 0:00,618.25,0,293.75,1311.255,KHM,348.05
132,12/9/2014 0:00,1065.035,264.143,800.892,1047.393,KHR,202.867
133,2/23/2014 0:00,0.125,0.125,0,0,NIK,23.134
134,2/23/2014 0:00,123.063,86.402,0.661,0.036,NIK,31.017
135,8/12/2014 0:00,0,0,0,573.586,ZPR,121.75
136,4/2/2010 0:00,594.955,573.857,2.348,0.13,PLT,257.334
137,12/15/2014 0:00,1.446,0,1.446,0.08,KHR,0
138,2/11/2015 0:00,166.652,105.045,61.607,332.797,ZKP,148.801
139,11/6/2010 0:00,100.759,100.759,0,0,ZKP,54.467
140,3/27/2014 0:00,308.875,308.875,0,0,ZKP,20.217
141,2/5/2014 0:00,1083.617,1083.617,0,0,PLT,1680.75
142,8/4/2010 0:00,1125.063,59.884,0,0,PLT,41.6
143,12/25/2006 0:00,1933.911,1927.661,0,0,CHG,274.517
144,8/6/2010 0:00,975.446,962.946,0,0,PLT,800.399
145,2/23/2013 0:00,90.75,78.25,0,0,CHG,18.117
146,8/10/2010 0:00,686.357,679.214,0,0,KHR,350.466
147,9/12/2014 0:00,126.054,125.804,0.25,0.014,DON,58.684
148,3/28/2014 0:00,0,0,0,0,DON,45.983
149,8/7/2013 0:00,1726.331,657.581,0,0,SUM,1682.884
150,12/1/2014 0:00,89.232,63.339,25.893,0,KHR,9.15
151,9/28/2014 0:00,256.072,17.679,0,0,ODE,467.884
152,3/9/2014 0:00,0,0,0,23433.421,PLT,0
153,4/16/2013 0:00,528.393,36.428,0,0,ODE,508.817
154,8/17/2011 0:00,440.822,440.822,0,0,ODE,90.35
155,8/4/2006 0:00,115.437,115.437,0,0,KHR,62.699
156,8/6/2010 0:00,1067.152,0,4.652,1433.592,CHG,39.967
157,5/13/2014 0:00,0,0,0,0,PLT,7.383
158,8/15/2013 0:00,1496.732,490.465,595.553,33.069,PLT,80.116
159,8/14/2015 0:00,2548.448,1480.696,699.108,201.656,ZPR,157.034
160,6/7/2012 0:00,154.402,99.58,1.25,0.069,DNE,39.483
161,12/20/2014 0:00,0,0,0,0,SUM,0.133
162,6/2/2011 0:00,280.518,133.527,1.062,0.059,ZPR,278.517
163,8/17/2011 0:00,550,550,0,0,ZPR,455.25
164,7/15/2015 0:00,0,0,0,0,ZPR,25.45
165,10/9/2014 0:00,1114.107,430.178,0,0,ZPR,130.75
166,11/8/2014 0:00,0,0,0,0,ZPR,546.1
167,10/5/2014 0:00,0,0,0,0,ZPR,7.583
168,7/7/2011 0:00,1512.143,1492.501,0,0,ZPR,329.433
169,7/29/2011 0:00,0,0,0,0,ZPR,25.7
170,8/14/2011 0:00,314.474,251.188,0,0,ZKP,224.433
171,8/15/2014 0:00,418.723,281.223,0,0,ODE,1735.433
172,3/20/2014 0:00,225.893,38.393,0,0,ODE,11.483
173,8/18/2013 0:00,250.491,250.491,0,0,ODE,81.884
174,8/17/2012 0:00,735.133,735.133,0,0,ZPR,431.317
175,5/10/2015 0:00,348.928,342.678,0,0,ZPR,167.734
176,7/10/2014 0:00,434.429,427.286,0,0,CHG,187.217
177,5/29/2015 0:00,1126.723,131.946,369.777,3092.305,CHG,62.75
178,7/14/2012 0:00,36.071,36.071,0,0,CHG,89.883
179,8/14/2006 0:00,712.779,207.589,476.618,26.386,ODE,1579.95
180,8/25/2006 0:00,747.491,28.812,2.607,0.144,CHG,29.316
181,9/10/2014 0:00,19.054,19.054,0,0,CHG,4.634
182,5/31/2006 0:00,111.196,111.196,0,0,PLT,127.15
183,10/21/2006 0:00,2006.098,375.115,530.982,312.43,CHG,207.65
184,6/16/2015 0:00,44.679,44.679,0,0,CHG,82.534
185,9/4/2010 0:00,1476.109,595.724,556.277,182.367,CHG,568.934
186,7/5/2013 0:00,976.332,251.33,725.001,0,KHM,303.233
187,6/2/2015 0:00,1232.527,187.884,0,0,KHM,14.383
188,11/4/2006 0:00,535.249,478.107,0,0,CHG,242.851
189,7/13/2015 0:00,899.411,601.562,52.92,2.936,CHG,284.316
190,7/22/2015 0:00,1726.902,208.125,914.312,1970.223,KHR,154.184
191,7/24/2014 0:00,265.312,115.982,104.464,0,ZPR,149.801
192,10/7/2006 0:00,4411.579,487.304,0,5.109,KIR,684.133
193,10/16/2006 0:00,1130.625,597.589,526.786,0.001,KHM,170.667
194,7/13/2006 0:00,1014.793,1008.347,0.196,0.011,ZPR,639.3
195,2/6/2015 0:00,1296.743,533.456,725.001,658.067,KHR,345.301
196,9/10/2009 0:00,23.973,23.973,0,0,ODE,165.084
197,8/30/2014 0:00,1464.974,495.331,369.643,0,SUM,248.634
198,6/11/2010 0:00,1875.606,1297.927,529.465,79.11,KHR,305.467
199,6/24/2015 0:00,770.919,275.384,0,0,KHR,181.3
200,9/24/2015 0:00,373.393,337.393,0,0,KHR,75.817
201,10/18/2006 0:00,671.723,636.009,0,0,SUM,309.882
202,1/4/2013 0:00,0,0,0,0,ODE,131.816
203,2/9/2012 0:00,13.215,13.215,0,0,KIR,398.967
204,1/6/2007 0:00,748.938,748.938,0,0,KHR,92.75
205,2/4/2010 0:00,20.991,20.938,0.054,0.003,ZKP,352.667
206,12/20/2010 0:00,1349.5,92.429,194.571,5331.013,ZPR,2009.383
207,3/4/2007 0:00,189.187,149.009,0,0,KHR,34.701
208,2/17/2007 0:00,373.33,373.33,0,0,KHR,162.933
209,6/21/2015 0:00,903.072,540.608,3.536,0.195,KHM,366.85
210,7/28/2006 0:00,122.473,7.295,0,0,KHR,14.184
211,10/21/2013 0:00,0,0,0,0,KIR,37.2
212,9/29/2015 0:00,1.25,1.25,0,0,KHR,0.2
213,5/12/2013 0:00,1951.751,1951.751,0,0,KIR,273.066
214,5/21/2015 0:00,1445.089,25.446,0,0,PLT,54.6
215,10/5/2006 0:00,658.518,658.518,0,0,ZKP,1764.567
216,8/15/2011 0:00,194.197,194.197,0,0,DON,157.484
217,8/25/2011 0:00,462.625,34.946,129.465,0,DON,946.533
218,8/5/2011 0:00,383.473,370.973,0,0,DON,259.233
219,10/7/2011 0:00,626.634,498.348,74.036,2.175,DON,1198.717
220,9/16/2014 0:00,90.491,13.705,0,0,KIR,188.434
221,9/21/2015 0:00,276.08,276.08,0,0,KIR,12.367
222,9/13/2013 0:00,2103.759,106,188.152,1172.681,KIR,897.2
223,9/11/2015 0:00,171.964,110.357,61.607,560.21,KHM,119.25
224,1/18/2014 0:00,2.25,2.143,0.107,0.006,ZKP,3.967
225,12/14/2012 0:00,97.953,88.473,9.48,0.519,ZKP,174.1
226,12/30/2009 0:00,266.67,266.67,0,0,ZKP,382.033
227,12/13/2014 0:00,785.384,348.384,417.857,2.97,ZKP,271.266
228,10/7/2011 0:00,593.323,340.464,0,0,ZKP,141.067
229,2/19/2007 0:00,19.643,5.357,0,0,ZKP,95.45
230,7/17/2011 0:00,201.91,5.482,0,0,NIK,0.45
231,2/25/2010 0:00,1661.01,710.518,623.527,34.622,ZKP,709.3
232,6/1/2014 0:00,146.554,146.554,0,0,PLT,226.567
233,9/12/2011 0:00,0,0,0,0,KHR,95.017
234,8/12/2013 0:00,769.358,0,706.858,246.684,DON,466.483
235,4/19/2015 0:00,0,0,0,0,DON,66.684
236,9/21/2014 0:00,440.625,0,440.625,260.002,KIR,0
237,4/30/2014 0:00,325.152,7.295,0,0,KIR,3.05
238,9/24/2013 0:00,699.822,612.393,13.143,0.729,PLT,192.517
239,5/28/2011 0:00,1771.671,1238.76,119.83,6.619,PLT,741.751
240,8/8/2010 0:00,0,0,0,0,PLT,537.55
241,10/23/2013 0:00,0,0,0,0,SUM,8.833
242,9/29/2015 0:00,1.625,1.625,0,0,IVF,0.117
243,9/19/2013 0:00,340.312,152.812,0,0,IVF,97.817
244,2/10/2006 0:00,472.82,472.82,0,0,IVF,96.133
245,2/10/2006 0:00,376.509,63.152,313.357,17.399,IVF,58.15
246,6/12/2015 0:00,260.223,260.223,0,0,DON,188.733
247,7/18/2014 0:00,596.964,32.678,564.286,67.331,DON,13.233
248,4/17/2015 0:00,94.134,0,94.134,5.227,KHR,0
249,12/7/2014 0:00,5945.451,2871.161,4.634,0.257,CHG,1544.584
250,5/4/2015 0:00,920.232,920.232,0,0,PLT,652.067
251,4/24/2015 0:00,75.375,75.375,0,0,PLT,62.3
252,6/19/2011 0:00,0,0,0,0,PLT,13.267
253,2/8/2012 0:00,0,0,0,0,ODE,561.8
254,6/24/2014 0:00,40.089,40.089,0,0,ODE,28.949
255,6/12/2011 0:00,837.036,488.241,348.795,19.791,ODE,231.999
256,5/16/2011 0:00,222.161,66.803,155.357,0,ODE,82.767
257,5/6/2011 0:00,701.713,693.678,0,0,ODE,351.8
258,9/9/2015 0:00,0,0,0,0,CHG,128.6
259,10/20/2006 0:00,2084.053,2038.259,33.295,1.849,PLT,458.167
260,5/26/2013 0:00,0,0,0,0,KHM,4.667
261,8/25/2006 0:00,379.018,62.946,0,0,KHR,57.033
262,11/16/2014 0:00,231.429,221.384,0,0,ODE,1362.416
263,2/28/2015 0:00,606.705,606.036,0,0,PLT,296.616
264,9/18/2015 0:00,171.526,171.526,0,0,KHR,41.6
265,3/14/2015 0:00,0.143,0,0.143,0.008,KHR,0
266,4/22/2013 0:00,0,0,0,0,KHR,27.65
267,12/26/2014 0:00,195.32,0,195.32,24.665,DON,0
268,6/26/2010 0:00,1731.339,300.08,2.688,96.719,KHR,1042.834
269,1/20/2011 0:00,4256.333,457.294,3279.145,545.432,DON,56.583
270,8/7/2013 0:00,0,0,0,0,DON,54.4
271,8/8/2011 0:00,101.402,101.402,0,0,PLT,52.766
272,6/26/2011 0:00,688.839,622.589,0,0,DNE,187.3
273,1/21/2011 0:00,932.41,932.41,0,0,ZPR,369.65
274,8/24/2011 0:00,314.553,308.303,0,0,CHG,275.616
275,11/18/2011 0:00,12.5,0,0,0,CHG,0
276,2/21/2011 0:00,466.268,152.768,313.5,332.283,IVF,292.316
277,7/27/2013 0:00,0,0,0,0,KIR,144.85
278,10/9/2006 0:00,457.706,457.706,0,0,KHR,177
279,1/26/2007 0:00,922.009,922.009,0,0,KIR,188.867
280,7/28/2015 0:00,652.893,27.089,232.947,1170.096,KHR,218.95
281,2/14/2010 0:00,821.598,802.848,0,0,ODE,359.233
282,11/6/2013 0:00,0,0,0,0,SUM,187.383
283,10/30/2013 0:00,0,0,0,0,KHR,14.45
284,3/10/2010 0:00,88.392,88.392,0,0,KHR,0
285,8/15/2015 0:00,180.937,180.937,0,0,KHR,57.434
286,4/2/2014 0:00,328.178,96.036,0,0,KHR,22.766
287,1/14/2014 0:00,47.411,47.411,0,0,KHR,4.483
288,11/26/2011 0:00,334.58,315.83,0,0,LVI,85.133
289,3/6/2015 0:00,17.78,0,0,0,DNE,0
290,1/18/2012 0:00,1937.885,481.331,34.232,17.565,NIK,403.149
291,7/25/2011 0:00,513.982,497.964,16.018,33.604,KHM,127.167
292,8/3/2010 0:00,1009.759,113.83,0,2.749,NIK,1101.733
293,12/8/2010 0:00,1167.223,1161.776,0.429,0.023,CHG,512.816
294,3/2/2009 0:00,886.947,105.036,156.911,50.931,IVF,657.4
295,10/16/2006 0:00,17.411,17.411,0,0,KHM,166.55
296,1/12/2013 0:00,859.376,54.786,780.591,2404.148,KHR,113.2
297,4/20/2015 0:00,0,0,0,0,KHR,0.883
298,6/28/2015 0:00,350.759,247,79.652,5.412,KHR,197.85
299,7/30/2015 0:00,1303.483,1224.259,8.688,0.48,KHR,244.983
300,11/23/2011 0:00,1138.392,1138.392,0,0,ZPR,286.083
301,5/28/2015 0:00,905.268,780.268,0,0,ZPR,157
302,4/5/2012 0:00,522.294,448.125,0,0,ZPR,230.533
303,12/11/2014 0:00,3755.215,154.732,2622.804,12816.3,SUM,710.801
304,10/10/2011 0:00,52.741,52.741,0,0,KIR,9.65
305,12/14/2011 0:00,0,0,0,0,KIR,102.9
306,5/5/2014 0:00,2327.474,378.366,0,0,KIR,166.317
307,5/11/2015 0:00,6.25,0,0,0,ODE,7.233
308,5/13/2015 0:00,0.125,0.125,0,0,KHR,116.25
309,2/26/2011 0:00,1240.572,166.072,0,5498.938,CHG,620.383
310,12/14/2009 0:00,2466.599,2463.929,2.67,0.146,NIK,674.733
311,4/23/2014 0:00,749.116,181.304,567.812,177.915,PLT,192.75
312,7/30/2015 0:00,2725.714,0,2725.714,6739.333,ZPR,0
313,7/22/2006 0:00,416.366,134.973,1.143,0.062,ZKP,112.466
314,6/3/2013 0:00,714.598,714.152,0.447,0.024,NIK,446.701
315,8/11/2014 0:00,64.697,64.697,0,2537.681,ODE,236.516
316,8/20/2014 0:00,118.661,57.054,61.607,0,ODE,4.966
317,9/20/2011 0:00,620.625,620.625,0,0,ODE,920.017
318,5/28/2014 0:00,259.598,256.92,0,0,ODE,174.884
319,12/1/2014 0:00,0,0,0,0,ODE,54
320,2/12/2015 0:00,1349.526,126.027,0,0,ZKP,570.084
321,10/15/2006 0:00,0,0,0,0,CHG,38.45
322,4/2/2011 0:00,252.616,252.616,0,0,KHR,43.5
323,5/22/2006 0:00,391.161,391.161,0,0,CHG,162.4
324,9/11/2015 0:00,624.964,612.964,0,0,KHR,1120.616
325,6/24/2015 0:00,153.125,6.697,0,0,KHR,16.3
326,8/25/2014 0:00,1117.919,593.795,524.125,1150.799,ODE,340.584
327,6/16/2015 0:00,1509.715,1116.857,0,0,SUM,210.35
328,11/4/2011 0:00,1313.099,1288.599,0,0,IVF,244.933
329,6/9/2014 0:00,0,0,0,0,ODE,130.3
330,10/21/2011 0:00,1144.697,487.947,0,0,ODE,1341.617
331,9/17/2013 0:00,0,0,0,0,NIK,33.883
332,4/3/2014 0:00,14.08,14.08,0,0,CHG,8.167
333,2/10/2006 0:00,8213.224,8.562,8033.232,589.007,SUM,32.966
334,2/10/2006 0:00,1245.51,468.723,776.787,62.523,NIK,334.3
335,7/13/2015 0:00,140.741,17.866,122.875,2.909,PLT,0.2
336,10/21/2006 0:00,1431.875,1142.59,0,0,ODE,412.466
337,8/19/2014 0:00,0,0,0,15482.151,SUM,0
338,1/8/2015 0:00,451.553,50.223,295.973,664.072,ZPR,51.883
339,8/19/2011 0:00,784.232,474.598,2.027,0.114,KHR,140.816
340,11/28/2014 0:00,178.554,28.223,150.33,175.599,CHG,4.783
341,10/26/2014 0:00,1208.187,95.161,3.205,0.178,CHG,377.317
342,5/17/2015 0:00,179.411,179.411,0,0,PLT,129.117
343,1/9/2012 0:00,232.634,232.634,0,0,ZPR,95.684
344,3/30/2015 0:00,758.794,734.687,0,0,KIR,250.75
345,1/15/2012 0:00,1549.466,744.107,776.787,0,ODE,822.016
346,3/10/2010 0:00,156.25,156.25,0,0,NIK,133.216
347,8/3/2015 0:00,1220.251,1217.804,2.447,0.135,ODE,714.251
348,10/27/2006 0:00,1494.509,1494.509,0,0,KHR,249.834
349,12/7/2012 0:00,371.419,167.473,85.196,5.723,ZKP,430.566
350,1/29/2013 0:00,695.009,467.009,0,0,DON,2213.367
351,7/6/2015 0:00,0,0,0,0,KHR,10.95
352,6/13/2011 0:00,3.375,0,3.375,0.203,KHR,2.017
353,2/23/2012 0:00,160.643,55.25,0.036,0.002,NIK,282.683
354,10/17/2014 0:00,1477.607,380.285,1022.321,1530.373,ODE,716.833
355,5/22/2013 0:00,70.3,0,70.3,6.033,PLT,0
356,4/20/2012 0:00,0,0,0,0,NIK,360.933
357,9/10/2013 0:00,8.839,8.839,0,0,ZPR,257.299
358,4/11/2015 0:00,11858.2,2013.64,1812.38,10.91,DON,1443.45
359,8/22/2013 0:00,458.259,439.509,0,0,ZPR,276.617
360,1/23/2014 0:00,1.43,0,1.43,0.122,DNE,0
361,4/8/2014 0:00,2747.293,1924.971,0,0,IVF,1135.183
362,6/30/2015 0:00,961.31,0,1517.86,5190.942,DON,0
363,5/3/2012 0:00,0,0,0,0,DON,150.1
364,7/25/2012 0:00,526.786,0,526.786,94.386,IVF,0
365,4/16/2012 0:00,0,0,0,0,ZPR,18.884
366,11/26/2014 0:00,517.465,359.536,0,0,DON,130.367
367,4/1/2014 0:00,5577.78,4134.08,892.86,423.362,KHR,910.583
368,1/29/2015 0:00,211.705,40.714,170.991,20.716,LVI,31.7
369,1/14/2013 0:00,0,0,0,0,DNE,23.767
370,8/13/2012 0:00,146.17,0,146.17,7.322,LVI,0
371,8/3/2015 0:00,1344.17,1192.277,0.107,0.006,ZPR,155.449
372,3/28/2013 0:00,0,0,0,0,SUM,217.967
373,12/7/2014 0:00,6.375,6.375,0,0,ZKP,1.4
374,3/17/2012 0:00,517.143,171.607,0,0,ODE,772.783
375,7/14/2014 0:00,0,0,0,0,ODE,1.517
376,1/8/2014 0:00,1083.982,9.643,654.696,1276.801,ODE,3766.484
377,3/31/2014 0:00,467.473,456.321,9.411,0.522,ODE,177.267
378,8/6/2015 0:00,0,0,0,0,ODE,24.15
379,6/17/2014 0:00,1009.465,691.384,0,0,ODE,521.933
380,5/14/2015 0:00,1219.26,1126.116,0,0,ODE,1363.616
381,1/15/2012 0:00,1382.992,910.884,0,0,DON,303.449
382,9/16/2013 0:00,0,0,0,0,DON,17.65
383,2/17/2012 0:00,1780.536,1760.625,7.911,412.861,DON,742.016
384,6/6/2014 0:00,0,0,0,0,DON,2.533
385,4/8/2014 0:00,0.134,0.134,0,0,DON,76.4
386,1/21/2012 0:00,820.366,808.366,0,0,DON,174.9
387,10/28/2014 0:00,577.009,577.009,0,0,DON,282.117
388,7/12/2015 0:00,223.151,66.643,0.258,0.037,DON,77.55
389,4/8/2013 0:00,883.929,0,883.929,32.328,ZPR,0
390,4/10/2015 0:00,905.878,135.5,182.875,10.154,ZKP,2074.066
391,2/17/2012 0:00,986.385,986.385,0,0,ZKP,1396.167
392,12/29/2014 0:00,0,517.86,0,0,KIR,0
393,4/25/2012 0:00,6.509,6.509,0,0,ZPR,0.683
394,7/30/2012 0:00,140.34,0,140.34,12.82,PLT,0
395,7/14/2014 0:00,0.089,0,0.089,0.005,KIR,771.35
396,4/9/2015 0:00,2.973,0,2.973,0.165,KIR,0
397,4/11/2015 0:00,217.447,205.447,0,0,ZKP,68.117
398,12/28/2013 0:00,269.286,255,0,0,ZKP,220.083
399,10/19/2011 0:00,436.652,177.723,246.428,575.681,SUM,306.234
400,8/25/2015 0:00,8.848,8.848,0,27.681,KIR,2.817
401,4/15/2014 0:00,0.536,0.536,0,0,NIK,356.334
402,7/10/2012 0:00,392.634,356.919,0,0,ZPR,372.483
403,4/28/2012 0:00,0,0,0,0,NIK,42.217
404,10/14/2014 0:00,0,0,0,0,ODE,50.717
405,3/13/2012 0:00,809.287,213.75,595.537,444.595,ODE,714.549
406,8/30/2015 0:00,499.491,87.634,411.857,22.872,DON,98.817
